Date,Game,Team,Side,Market,ML,Book,Model_Prob,Market_Prob,Edge_Pct,Model_Line,Market_Line,SP_Score,LU_Score,Park_Factor,Ump_K,Result,F5_Score,Taken,logged_at,Model_Prob_Cal,Edge_Cal,Closing_ML,Closing_Line,CLV_Pct
05/23/2026,Minnesota Twins @ Boston Red Sox,Over,Over,F5 Total,-130.0,betmgm,60.1,56.5,3.6,4.59,4.0,50.6,50.0,1.07,0.0,WIN,4-1,False,2026-05-23T14:37:19Z,,,,,
05/23/2026,Washington Nationals @ Atlanta Braves,Over,Over,F5 Total,-140.0,fanduel,56.6,58.3,-1.8,4.88,4.5,48.4,50.0,1.01,0.0,LOSS,2-0,False,2026-05-23T14:37:19Z,,,,,
05/23/2026,Washington Nationals @ Atlanta Braves,Under,Under,F5 Total,-125.0,betmgm,52.1,55.6,-3.5,4.88,5.0,48.4,50.0,1.01,0.0,WIN,2-0,False,2026-05-23T14:37:19Z,,,,,
05/23/2026,New York Mets @ Miami Marlins,Over,Over,F5 Total,100.0,williamhill_us,57.1,50.0,7.1,4.41,4.0,56.3,50.0,0.97,0.0,PUSH,0-4,False,2026-05-23T14:37:19Z,,,,,
05/23/2026,New York Mets @ Miami Marlins,Under,Under,F5 Total,-154.0,fanduel,51.6,60.6,-9.1,4.41,4.5,56.3,50.0,0.97,0.0,WIN,0-4,False,2026-05-23T14:37:19Z,,,,,
05/23/2026,Los Angeles Dodgers @ Milwaukee Brewers,Over,Over,F5 Total,-140.0,fanduel,50.9,58.3,-7.5,4.55,4.5,52.0,50.0,1.02,0.0,WIN,4-3,False,2026-05-23T14:37:19Z,,,,,
05/23/2026,Los Angeles Dodgers @ Milwaukee Brewers,Under,Under,F5 Total,-125.0,betmgm,57.8,55.6,2.2,4.55,5.0,52.0,50.0,1.02,0.0,LOSS,4-3,False,2026-05-23T14:37:19Z,,,,,
05/23/2026,Athletics @ San Diego Padres,Under,Under,F5 Total,-120.0,fanduel,57.9,54.5,3.4,4.04,4.5,56.0,50.0,0.95,0.0,WIN,0-2,False,2026-05-23T14:37:19Z,,,,,
05/23/2026,Texas Rangers @ Los Angeles Angels,Over,Over,F5 Total,-125.0,betmgm,55.2,55.6,-0.4,4.3,4.0,58.2,50.0,1.03,0.0,PUSH,1-3,False,2026-05-23T14:37:19Z,,,,,
05/23/2026,Texas Rangers @ Los Angeles Angels,Under,Under,F5 Total,-146.0,fanduel,53.5,59.3,-5.9,4.3,4.5,58.2,50.0,1.03,0.0,WIN,1-3,False,2026-05-23T14:37:19Z,,,,,
05/23/2026,Colorado Rockies @ Arizona Diamondbacks,Under,Under,F5 Total,-132.0,fanduel,67.0,56.9,10.1,4.49,5.5,50.3,50.0,1.0,0.0,LOSS,2-5,False,2026-05-23T14:37:19Z,,,,,
05/23/2026,Houston Astros @ Chicago Cubs,Houston Astros/Chicago Cubs,Over 4.0,F5 Total,100.0,Caesars,74.4,50.0,24.4,5.51,4.0,46.25,50.0,1.06,0.0,LOSS,3-0,False,,,,,,
05/23/2026,Cleveland Guardians @ Philadelphia Phillies,Under,Under,F5 Total,100.0,williamhill_us,50.5,50.0,0.5,3.47,3.5,51.4,45.0,0.99,0.026,WIN,0-2,False,2026-05-23T16:34:07Z,,,,,
05/23/2026,Athletics @ San Diego Padres,Over,Over,F5 Total,-130.0,betmgm,50.7,56.5,-5.8,4.04,4.0,56.0,50.0,0.95,0.0,LOSS,0-2,False,2026-05-23T16:34:07Z,,,,,
05/24/2026,Houston Astros @ Chicago Cubs,Houston Astros/Chicago Cubs,Over 3.5,F5 Total,-120.0,FanDuel,77.0,54.5,22.5,5.2,3.5,46.25,38.8,1.06,0.011,WIN,7-3,False,,,,,,
05/25/2026,Chicago Cubs @ Pittsburgh Pirates,Under,Under,F5 Total,-128.0,fanduel,58.9,56.1,2.8,3.98,4.5,53.8,42.2,0.96,0.06,WIN,1-1,False,2026-05-25T16:38:28Z,,,,,
05/25/2026,Tampa Bay Rays @ Baltimore Orioles,Over,Over,F5 Total,-105.0,williamhill_us,54.2,51.2,2.9,4.24,4.0,54.3,36.2,1.0,0.018,LOSS,0-0,False,2026-05-25T16:38:28Z,,,,,
05/25/2026,Minnesota Twins @ Chicago White Sox,Over,Over,F5 Total,100.0,williamhill_us,51.9,50.0,1.9,4.61,4.5,54.4,54.2,1.02,-0.026,LOSS,1-3,False,2026-05-25T16:38:28Z,,,,,
05/25/2026,St. Louis Cardinals @ Milwaukee Brewers,Over,Over,F5 Total,100.0,williamhill_us,55.5,50.0,5.5,4.32,4.0,60.9,40.9,1.02,-0.007,LOSS,0-3,False,2026-05-25T16:38:28Z,,,,,
05/25/2026,New York Yankees @ Kansas City Royals,Under,Under,F5 Total,-105.0,williamhill_us,50.5,51.2,-0.7,4.47,4.5,49.4,39.0,1.04,0.022,WIN,2-1,False,2026-05-25T16:38:28Z,,,,,
05/25/2026,Cincinnati Reds @ New York Mets,Over,Over,F5 Total,-146.0,fanduel,56.0,59.3,-3.3,3.85,3.5,56.6,50.0,0.94,0.0,WIN,7-0,False,2026-05-25T16:38:28Z,,,,,
05/25/2026,Cincinnati Reds @ New York Mets,Under,Under,F5 Total,-115.0,williamhill_us,52.6,53.5,-0.9,3.85,4.0,56.6,50.0,0.94,0.0,LOSS,7-0,False,2026-05-25T16:38:28Z,,,,,
05/25/2026,Arizona Diamondbacks @ San Francisco Giants,Over,Over,F5 Total,-152.0,fanduel,59.6,60.3,-0.7,4.06,3.5,60.5,50.0,0.96,0.0,WIN,4-2,False,2026-05-25T16:38:28Z,,,,,
05/25/2026,Washington Nationals @ Cleveland Guardians,Under,Under,F5 Total,-105.0,williamhill_us,58.9,51.2,7.7,3.98,4.5,58.0,50.0,0.95,0.0,LOSS,8-2,False,2026-05-25T16:38:28Z,,,,,
05/25/2026,Philadelphia Phillies @ San Diego Padres,Under,Under,F5 Total,-152.0,fanduel,61.1,60.3,0.8,3.85,4.5,57.3,50.0,0.95,0.0,WIN,1-0,False,2026-05-25T16:38:28Z,,,,,
05/25/2026,Houston Astros @ Texas Rangers,Over,Over,F5 Total,-130.0,betmgm,61.5,56.5,4.9,4.67,4.0,59.5,50.0,1.08,0.0,PUSH,4-0,False,2026-05-25T16:38:28Z,,,,,
05/25/2026,Miami Marlins @ Toronto Blue Jays,Over,Over,F5 Total,-105.0,williamhill_us,60.6,51.2,9.4,4.62,4.0,46.0,50.0,1.01,0.0,LOSS,2-1,False,2026-05-25T16:38:28Z,,,,,
05/25/2026,Colorado Rockies @ Los Angeles Dodgers,Under,Under,F5 Total,-115.0,williamhill_us,68.7,53.5,15.2,3.88,5.0,55.1,50.0,0.98,0.0,WIN,2-1,False,2026-05-25T16:38:28Z,,,,,
05/25/2026,Seattle Mariners @ Athletics,Under,Under,F5 Total,-125.0,betmgm,74.0,55.6,18.4,4.52,6.0,48.8,50.0,1.0,0.0,LOSS,7-0,False,2026-05-25T16:38:28Z,,,,,
05/25/2026,Seattle Mariners @ Athletics,Seattle Mariners/Athletics,Under 6.0,F5 Total,-118.0,BetMGM,74.0,54.1,19.9,4.52,6.0,48.8,50.0,1.0,0.0,LOSS,7-0,False,,,,,,
05/26/2026,Washington Nationals @ Cleveland Guardians,Over,Over,F5 Total,-105.0,williamhill_us,53.1,51.2,1.9,4.18,4.0,51.2,50.0,0.95,0.0,WIN,4-1,False,2026-05-26T14:36:18Z,,,,,
05/26/2026,Washington Nationals @ Cleveland Guardians,Under,Under,F5 Total,-146.0,fanduel,55.5,59.3,-3.8,4.18,4.5,51.2,50.0,0.95,0.0,LOSS,4-1,False,2026-05-26T14:36:18Z,,,,,
05/26/2026,Tampa Bay Rays @ Baltimore Orioles,Under,Under,F5 Total,100.0,williamhill_us,51.2,50.0,1.2,4.43,4.5,49.5,50.0,1.0,0.0,LOSS,1-6,False,2026-05-26T14:36:18Z,,,,,
05/26/2026,Los Angeles Angels @ Detroit Tigers,Under,Under,F5 Total,-130.0,betmgm,59.8,56.5,3.3,4.43,5.0,42.1,50.0,0.94,0.0,LOSS,4-5,False,2026-05-26T14:36:18Z,,,,,
05/26/2026,Chicago Cubs @ Pittsburgh Pirates,Under,Under,F5 Total,-125.0,betmgm,54.7,55.6,-0.9,4.23,4.5,54.4,50.0,0.96,0.0,LOSS,1-8,False,2026-05-26T14:36:18Z,,,,,
05/26/2026,Atlanta Braves @ Boston Red Sox,Over,Over,F5 Total,-125.0,betmgm,57.1,55.6,1.5,4.41,4.0,54.3,50.0,1.07,0.0,PUSH,2-2,False,2026-05-26T14:36:18Z,,,,,
05/26/2026,Atlanta Braves @ Boston Red Sox,Under,Under,F5 Total,-132.0,fanduel,51.6,56.9,-5.3,4.41,4.5,54.3,50.0,1.07,0.0,WIN,2-2,False,2026-05-26T14:36:18Z,,,,,
05/26/2026,Miami Marlins @ Toronto Blue Jays,Over,Over,F5 Total,100.0,williamhill_us,50.0,50.0,0.0,4.5,4.5,52.1,50.0,1.01,0.0,LOSS,1-2,False,2026-05-26T14:36:18Z,,,,,
05/26/2026,Miami Marlins @ Toronto Blue Jays,Under,Under,F5 Total,-128.0,fanduel,50.0,56.1,-6.1,4.5,4.5,52.1,50.0,1.01,0.0,WIN,1-2,False,2026-05-26T14:36:18Z,,,,,
05/26/2026,Cincinnati Reds @ New York Mets,Over,Over,F5 Total,-138.0,fanduel,54.7,58.0,-3.3,3.77,3.5,56.9,50.0,0.94,0.0,WIN,5-0,False,2026-05-26T14:36:18Z,,,,,
05/26/2026,Cincinnati Reds @ New York Mets,Under,Under,F5 Total,-118.0,betmgm,54.0,54.1,-0.1,3.77,4.0,56.9,50.0,0.94,0.0,LOSS,5-0,False,2026-05-26T14:36:18Z,,,,,
05/26/2026,Minnesota Twins @ Chicago White Sox,Over,Over,F5 Total,-105.0,williamhill_us,56.9,51.2,5.7,4.4,4.0,54.0,50.0,1.02,0.0,LOSS,2-0,False,2026-05-26T14:36:18Z,,,,,
05/26/2026,New York Yankees @ Kansas City Royals,Under,Under,F5 Total,100.0,williamhill_us,50.5,50.0,0.5,4.47,4.5,60.2,50.0,1.04,0.0,LOSS,10-1,False,2026-05-26T14:36:18Z,,,,,
05/26/2026,St. Louis Cardinals @ Milwaukee Brewers,Over,Over,F5 Total,100.0,betmgm,51.7,50.0,1.7,4.6,4.5,49.5,50.0,1.02,0.0,WIN,0-6,False,2026-05-26T14:36:18Z,,,,,
05/26/2026,Houston Astros @ Texas Rangers,Over,Over,F5 Total,-102.0,fanduel,52.8,50.5,2.3,4.66,4.5,59.7,50.0,1.08,0.0,WIN,4-9,False,2026-05-26T14:36:18Z,,,,,
05/26/2026,Seattle Mariners @ Athletics,Under,Under,F5 Total,-130.0,fanduel,66.5,56.5,10.0,4.52,5.5,48.7,50.0,1.0,0.0,WIN,4-0,False,2026-05-26T14:36:18Z,,,,,
05/26/2026,Philadelphia Phillies @ San Diego Padres,Under,Under,F5 Total,-114.0,fanduel,62.0,53.3,8.7,3.8,4.5,49.5,50.0,0.95,0.0,LOSS,4-2,False,2026-05-26T14:36:18Z,,,,,
05/26/2026,Arizona Diamondbacks @ San Francisco Giants,Under,Under,F5 Total,-125.0,betmgm,57.6,55.6,2.0,4.06,4.5,48.4,50.0,0.96,0.0,LOSS,3-2,False,2026-05-26T14:36:18Z,,,,,
05/26/2026,Colorado Rockies @ Los Angeles Dodgers,Under,Under,F5 Total,-140.0,fanduel,71.1,58.3,12.8,4.22,5.5,48.0,50.0,0.98,0.0,LOSS,1-10,False,2026-05-26T14:36:18Z,,,,,
05/26/2026,Colorado Rockies @ Los Angeles Dodgers,Colorado Rockies/Los Angeles Dodgers,Under 5.5,F5 Total,-140.0,FanDuel,71.1,58.3,12.8,4.22,5.5,48.0,50.0,0.98,0.0,LOSS,1-10,False,,,,,,
05/27/2026,Tampa Bay Rays @ Baltimore Orioles,Under,Under,F5 Total,-115.0,betmgm,64.9,53.5,11.4,4.12,5.0,54.9,43.6,1.0,0.051,LOSS,0-8,False,2026-05-27T20:32:16Z,,,,,
05/27/2026,Los Angeles Angels @ Detroit Tigers,Over,Over,F5 Total,-130.0,betmgm,55.0,56.5,-1.5,3.79,3.5,54.5,37.0,0.94,0.01,LOSS,0-3,False,2026-05-27T20:32:16Z,,,,,
05/27/2026,Chicago Cubs @ Pittsburgh Pirates,Under,Under,F5 Total,-125.0,betmgm,64.9,55.6,9.3,4.12,5.0,38.1,46.2,0.96,0.042,LOSS,4-4,False,2026-05-27T20:32:16Z,,,,,
05/27/2026,Atlanta Braves @ Boston Red Sox,Over,Over,F5 Total,-114.0,fanduel,56.0,53.3,2.8,4.85,4.5,53.1,39.5,1.07,0.026,WIN,0-6,False,2026-05-27T20:32:16Z,,,,,
05/27/2026,Cincinnati Reds @ New York Mets,Under,Under,F5 Total,-108.0,fanduel,55.9,51.9,4.0,4.16,4.5,54.7,43.5,0.94,0.07,WIN,1-3,False,2026-05-27T20:32:16Z,,,,,
05/27/2026,Minnesota Twins @ Chicago White Sox,Over,Over,F5 Total,-125.0,betmgm,66.3,55.6,10.8,4.97,4.0,47.2,40.1,1.02,-0.049,WIN,1-8,False,2026-05-27T20:32:16Z,,,,,
05/27/2026,New York Yankees @ Kansas City Royals,Over,Over,F5 Total,-118.0,betmgm,50.0,54.1,-4.1,4.5,4.5,52.1,41.0,1.04,0.053,LOSS,2-0,False,2026-05-27T20:32:16Z,,,,,
05/27/2026,New York Yankees @ Kansas City Royals,Under,Under,F5 Total,100.0,williamhill_us,50.0,50.0,0.0,4.5,4.5,52.1,41.0,1.04,0.053,WIN,2-0,False,2026-05-27T20:32:16Z,,,,,
05/27/2026,Houston Astros @ Texas Rangers,Over,Over,F5 Total,-120.0,fanduel,72.7,54.5,18.2,4.89,3.5,48.5,50.0,1.08,0.0,WIN,2-2,False,2026-05-27T20:32:16Z,,,,,
05/27/2026,Colorado Rockies @ Los Angeles Dodgers,Under,Under,F5 Total,-120.0,fanduel,55.4,54.5,0.8,4.19,4.5,49.5,50.0,0.98,0.0,WIN,1-3,False,2026-05-27T20:32:16Z,,,,,
05/27/2026,Houston Astros @ Texas Rangers,Houston Astros/Texas Rangers,Over 3.5,F5 Total,-120.0,FanDuel,72.7,54.5,18.2,4.89,3.5,48.55,50.0,1.08,0.0,WIN,2-2,False,,,,,,
05/29/2026,Atlanta Braves @ Cincinnati Reds,Under,Under,F5 Total,-132.0,fanduel,60.5,56.9,3.6,4.89,5.5,51.3,50.0,1.12,0.0,LOSS,4-3,False,2026-05-29T13:41:43Z,,,,,
05/29/2026,San Diego Padres @ Washington Nationals,Under,Under,F5 Total,-118.0,betmgm,59.6,54.1,5.5,4.44,5.0,49.4,50.0,0.99,0.0,LOSS,4-5,False,2026-05-29T13:41:43Z,,,,,
05/29/2026,Minnesota Twins @ Pittsburgh Pirates,Over,Over,F5 Total,-125.0,betmgm,51.4,55.6,-4.2,4.08,4.0,50.2,50.0,0.96,0.0,WIN,5-4,False,2026-05-29T13:41:43Z,,,,,
05/29/2026,Minnesota Twins @ Pittsburgh Pirates,Under,Under,F5 Total,-135.0,williamhill_us,57.2,57.4,-0.2,4.08,4.5,50.2,50.0,0.96,0.0,LOSS,5-4,False,2026-05-29T13:41:43Z,,,,,
05/29/2026,Boston Red Sox @ Cleveland Guardians,Under,Under,F5 Total,-114.0,fanduel,59.5,53.3,6.2,3.95,4.5,56.5,50.0,0.95,0.0,LOSS,3-4,False,2026-05-29T13:41:43Z,,,,,
05/29/2026,Los Angeles Angels @ Tampa Bay Rays,Over,Over,F5 Total,-130.0,betmgm,54.7,56.5,-1.8,4.27,4.0,52.5,50.0,0.96,0.0,LOSS,2-1,False,2026-05-29T13:41:43Z,,,,,
05/29/2026,Los Angeles Angels @ Tampa Bay Rays,Under,Under,F5 Total,-130.0,williamhill_us,54.0,56.5,-2.5,4.27,4.5,52.5,50.0,0.96,0.0,WIN,2-1,False,2026-05-29T13:41:43Z,,,,,
05/29/2026,Miami Marlins @ New York Mets,Over,Over,F5 Total,-140.0,fanduel,58.8,58.3,0.4,4.01,3.5,52.5,50.0,0.94,0.0,WIN,4-6,False,2026-05-29T13:41:43Z,,,,,
05/29/2026,Chicago Cubs @ St. Louis Cardinals,Under,Under,F5 Total,-128.0,fanduel,50.3,56.1,-5.8,4.48,4.5,49.3,50.0,0.97,0.0,LOSS,4-5,False,2026-05-29T13:41:43Z,,,,,
05/29/2026,Detroit Tigers @ Chicago White Sox,Over,Over,F5 Total,-105.0,williamhill_us,53.6,51.2,2.4,4.71,4.5,47.8,50.0,1.02,0.0,LOSS,2-1,False,2026-05-29T13:41:43Z,,,,,
05/29/2026,Kansas City Royals @ Texas Rangers,Over,Over,F5 Total,-118.0,betmgm,64.2,54.1,10.1,4.84,4.0,51.0,50.0,1.08,0.0,WIN,0-6,False,2026-05-29T13:41:43Z,,,,,
05/29/2026,Milwaukee Brewers @ Houston Astros,Under,Under,F5 Total,-118.0,betmgm,50.2,54.1,-4.0,4.49,4.5,50.4,50.0,1.0,0.0,LOSS,3-4,False,2026-05-29T13:41:43Z,,,,,
05/29/2026,San Francisco Giants @ Colorado Rockies,Over,Over,F5 Total,-118.0,betmgm,51.6,54.1,-2.6,5.59,5.5,46.2,50.0,1.28,0.0,LOSS,3-1,False,2026-05-29T13:41:43Z,,,,,
05/29/2026,New York Yankees @ Athletics,Under,Under,F5 Total,100.0,williamhill_us,58.1,50.0,8.1,4.53,5.0,48.5,50.0,1.0,0.0,LOSS,7-1,False,2026-05-29T13:41:43Z,,,,,
05/29/2026,Arizona Diamondbacks @ Seattle Mariners,Over,Over,F5 Total,-146.0,fanduel,67.1,59.3,7.8,4.52,3.5,46.5,50.0,0.99,0.0,WIN,1-5,False,2026-05-29T13:41:43Z,,,,,
05/29/2026,Philadelphia Phillies @ Los Angeles Dodgers,Under,Under,F5 Total,-118.0,betmgm,54.2,54.1,0.0,4.26,4.5,48.8,50.0,0.98,0.0,WIN,0-4,False,2026-05-29T13:41:43Z,,,,,
05/30/2026,San Diego Padres @ Washington Nationals,Under,Under,F5 Total,100.0,williamhill_us,54.2,50.0,4.2,3.76,4.0,46.6,33.6,0.99,0.084,PUSH,3-1,False,2026-05-30T19:37:41Z,,,,,
05/30/2026,Kansas City Royals @ Texas Rangers,Over,Over,F5 Total,102.0,fanduel,50.5,49.5,1.0,4.53,4.5,52.2,30.9,1.08,0.024,LOSS,0-3,False,2026-05-30T19:37:41Z,,,,,
05/30/2026,Toronto Blue Jays @ Baltimore Orioles,Over,Over,F5 Total,-118.0,betmgm,57.4,54.1,3.3,4.43,4.0,49.9,39.9,1.0,0.049,LOSS,2-1,False,2026-05-30T19:37:41Z,,,,,
05/30/2026,Toronto Blue Jays @ Baltimore Orioles,Under,Under,F5 Total,-138.0,fanduel,51.2,58.0,-6.8,4.43,4.5,49.9,39.9,1.0,0.049,WIN,2-1,False,2026-05-30T19:37:41Z,,,,,
05/30/2026,Minnesota Twins @ Pittsburgh Pirates,Under,Under,F5 Total,-105.0,williamhill_us,55.9,51.2,4.7,4.16,4.5,45.1,44.5,0.96,0.08,LOSS,7-8,False,2026-05-30T19:37:41Z,,,,,
05/30/2026,Boston Red Sox @ Cleveland Guardians,Over,Over,F5 Total,100.0,williamhill_us,54.2,50.0,4.2,3.74,3.5,55.0,38.8,0.95,0.009,LOSS,1-1,False,2026-05-30T19:37:41Z,,,,,
05/30/2026,Los Angeles Angels @ Tampa Bay Rays,Over,Over,F5 Total,-108.0,fanduel,57.4,51.9,5.5,3.93,3.5,59.8,34.8,0.96,-0.003,WIN,6-3,False,2026-05-30T19:37:41Z,,,,,
05/30/2026,Miami Marlins @ New York Mets,Over,Over,F5 Total,-128.0,fanduel,62.0,56.1,5.8,4.2,3.5,47.5,30.2,0.94,0.018,WIN,1-3,False,2026-05-30T19:37:41Z,,,,,
05/30/2026,Milwaukee Brewers @ Houston Astros,Under,Under,F5 Total,-118.0,betmgm,60.3,54.1,6.2,4.4,5.0,47.5,46.1,1.0,0.015,LOSS,2-6,False,2026-05-30T19:37:41Z,,,,,
05/30/2026,Chicago Cubs @ St. Louis Cardinals,Over,Over,F5 Total,-130.0,williamhill_us,59.5,56.5,2.9,4.55,4.0,53.3,50.0,0.97,0.0,LOSS,1-1,False,2026-05-30T19:37:41Z,,,,,
05/30/2026,Atlanta Braves @ Cincinnati Reds,Over,Over,F5 Total,-130.0,williamhill_us,57.9,56.5,1.4,5.46,5.0,45.2,53.5,1.12,-0.007,PUSH,3-2,False,2026-05-30T19:37:41Z,,,,,
05/30/2026,Atlanta Braves @ Cincinnati Reds,Under,Under,F5 Total,-140.0,fanduel,50.7,58.3,-7.6,5.46,5.5,45.2,53.5,1.12,-0.007,WIN,3-2,False,2026-05-30T19:37:41Z,,,,,
05/30/2026,San Francisco Giants @ Colorado Rockies,Under,Under,F5 Total,-115.0,williamhill_us,63.8,53.5,10.3,5.19,6.0,54.3,50.0,1.28,0.0,WIN,0-5,False,2026-05-30T19:37:41Z,,,,,
05/30/2026,New York Yankees @ Athletics,Under,Under,F5 Total,-128.0,fanduel,68.4,56.1,12.2,4.4,5.5,55.1,50.0,1.0,0.0,WIN,1-2,False,2026-05-30T19:37:41Z,,,,,
05/30/2026,Arizona Diamondbacks @ Seattle Mariners,Over,Over,F5 Total,-118.0,betmgm,64.1,54.1,10.0,4.33,3.5,56.5,50.0,0.99,0.0,WIN,0-4,False,2026-05-30T19:37:41Z,,,,,
05/30/2026,Philadelphia Phillies @ Los Angeles Dodgers,Under,Under,F5 Total,-105.0,williamhill_us,58.4,51.2,7.2,4.01,4.5,67.4,50.0,0.98,0.0,WIN,1-2,False,2026-05-30T19:37:41Z,,,,,
05/31/2026,Toronto Blue Jays @ Baltimore Orioles,Under,Under,F5 Total,-125.0,betmgm,55.7,55.6,0.1,4.17,4.5,57.5,50.0,1.0,0.0,LOSS,0-6,False,2026-05-31T13:37:47Z,,,,,
05/31/2026,San Diego Padres @ Washington Nationals,Under,Under,F5 Total,-140.0,fanduel,65.9,58.3,7.5,4.56,5.5,50.0,50.0,0.99,0.0,WIN,0-3,False,2026-05-31T13:37:47Z,,,,,
05/31/2026,Minnesota Twins @ Pittsburgh Pirates,Over,Over,F5 Total,-148.0,fanduel,62.3,59.7,2.6,4.22,3.5,51.9,50.0,0.96,0.0,WIN,0-9,False,2026-05-31T13:37:47Z,,,,,
05/31/2026,Boston Red Sox @ Cleveland Guardians,Over,Over,F5 Total,-128.0,fanduel,58.9,56.1,2.8,4.02,3.5,44.9,50.0,0.95,0.0,WIN,3-4,False,2026-05-31T13:37:47Z,,,,,
05/31/2026,Los Angeles Angels @ Tampa Bay Rays,Under,Under,F5 Total,-130.0,betmgm,50.9,56.5,-5.7,4.45,4.5,43.0,50.0,0.96,0.0,WIN,1-3,False,2026-05-31T13:37:47Z,,,,,
05/31/2026,Atlanta Braves @ Cincinnati Reds,Over,Over,F5 Total,-108.0,fanduel,63.1,51.9,11.2,5.27,4.5,45.5,50.0,1.12,0.0,WIN,2-4,False,2026-05-31T13:37:47Z,,,,,
05/31/2026,Detroit Tigers @ Chicago White Sox,Over,Over,F5 Total,-125.0,betmgm,68.4,55.6,12.8,5.1,4.0,47.0,50.0,1.02,0.0,LOSS,1-0,False,2026-05-31T13:37:47Z,,,,,
05/31/2026,Milwaukee Brewers @ Houston Astros,Over,Over,F5 Total,-152.0,fanduel,63.8,60.3,3.4,4.31,3.5,60.2,50.0,1.0,0.0,LOSS,2-0,False,2026-05-31T13:37:47Z,,,,,
05/31/2026,Kansas City Royals @ Texas Rangers,Over,Over,F5 Total,-110.0,betmgm,64.2,52.4,11.9,4.84,4.0,51.0,50.0,1.08,0.0,WIN,0-6,False,2026-05-31T13:37:47Z,,,,,
05/31/2026,San Francisco Giants @ Colorado Rockies,Over,Over,F5 Total,-125.0,betmgm,60.0,55.6,4.4,6.08,5.5,38.8,50.0,1.28,0.0,WIN,11-5,False,2026-05-31T13:37:47Z,,,,,
05/31/2026,New York Yankees @ Athletics,Under,Under,F5 Total,-105.0,williamhill_us,68.7,51.2,17.5,4.38,5.5,56.2,50.0,1.0,0.0,LOSS,13-3,False,2026-05-31T13:37:47Z,,,,,
05/31/2026,Arizona Diamondbacks @ Seattle Mariners,Over,Over,F5 Total,-105.0,betmgm,55.7,51.2,4.5,4.33,4.0,56.5,50.0,0.99,0.0,LOSS,0-1,False,2026-05-31T13:37:47Z,,,,,
05/31/2026,Arizona Diamondbacks @ Seattle Mariners,Under,Under,F5 Total,-138.0,fanduel,52.9,58.0,-5.0,4.33,4.5,56.5,50.0,0.99,0.0,WIN,0-1,False,2026-05-31T13:37:47Z,,,,,
05/31/2026,Philadelphia Phillies @ Los Angeles Dodgers,Under,Under,F5 Total,-125.0,betmgm,66.8,55.6,11.2,4.0,5.0,57.2,50.0,0.98,0.0,LOSS,0-6,False,2026-05-31T13:37:47Z,,,,,
05/31/2026,Chicago Cubs @ St. Louis Cardinals,Over,Over,F5 Total,-128.0,fanduel,51.2,56.1,-4.9,4.57,4.5,45.0,50.0,0.97,0.0,WIN,0-5,False,2026-05-31T13:37:47Z,,,,,
05/31/2026,Chicago Cubs @ St. Louis Cardinals,Under,Under,F5 Total,-130.0,betmgm,57.4,56.5,0.9,4.57,5.0,45.0,50.0,0.97,0.0,PUSH,0-5,False,2026-05-31T13:37:47Z,,,,,
06/01/2026,Detroit Tigers @ Tampa Bay Rays,Under,Under,F5 Total,-130.0,williamhill_us,54.3,56.5,-2.2,4.25,4.5,53.8,50.0,0.96,0.0,LOSS,7-2,False,2026-06-01T13:17:19Z,,,,,
06/01/2026,Miami Marlins @ Washington Nationals,Over,Over,F5 Total,-105.0,williamhill_us,52.8,51.2,1.6,4.66,4.5,46.0,50.0,0.99,0.0,LOSS,1-3,False,2026-06-01T13:17:19Z,,,,,
06/01/2026,Kansas City Royals @ Cincinnati Reds,Over,Over,F5 Total,100.0,williamhill_us,54.5,50.0,4.5,4.76,4.5,59.3,50.0,1.12,0.0,WIN,6-1,False,2026-06-01T13:17:19Z,,,,,
06/01/2026,Chicago White Sox @ Minnesota Twins,Over,Over,F5 Total,-130.0,williamhill_us,52.9,56.5,-3.6,4.17,4.0,57.9,50.0,0.98,0.0,WIN,4-9,False,2026-06-01T13:17:19Z,,,,,
06/01/2026,Chicago White Sox @ Minnesota Twins,Under,Under,F5 Total,-138.0,fanduel,55.7,58.0,-2.3,4.17,4.5,57.9,50.0,0.98,0.0,LOSS,4-9,False,2026-06-01T13:17:19Z,,,,,
06/01/2026,San Francisco Giants @ Milwaukee Brewers,Over,Over,F5 Total,-146.0,fanduel,64.9,59.3,5.5,4.38,3.5,60.6,50.0,1.02,0.0,WIN,2-8,False,2026-06-01T13:17:19Z,,,,,
06/01/2026,Texas Rangers @ St. Louis Cardinals,Over,Over,F5 Total,-105.0,williamhill_us,62.6,51.2,11.4,4.74,4.0,42.2,50.0,0.97,0.0,LOSS,2-0,False,2026-06-01T13:17:19Z,,,,,
06/01/2026,Colorado Rockies @ Los Angeles Angels,Over,Over,F5 Total,-110.0,betmgm,51.9,52.4,-0.5,4.61,4.5,44.0,50.0,1.03,0.0,WIN,3-6,False,2026-06-01T13:17:19Z,,,,,
06/01/2026,Los Angeles Dodgers @ Arizona Diamondbacks,Over,Over,F5 Total,-125.0,fanduel,50.2,55.6,-5.4,4.51,4.5,49.7,50.0,1.0,0.0,LOSS,1-0,False,2026-06-01T13:17:19Z,,,,,
06/01/2026,Los Angeles Dodgers @ Arizona Diamondbacks,Under,Under,F5 Total,-125.0,betmgm,58.4,55.6,2.9,4.51,5.0,49.7,50.0,1.0,0.0,WIN,1-0,False,2026-06-01T13:17:19Z,,,,,
